session,bbid,ward,alderperson,vote
2016-2017,303,26,Frank Williamson,Aye
2016-2017,303,27,Chris Carter,Aye
2016-2017,303,28,Lyda Krewson,Aye
2016-2017,303,President,Lewis E Reed,Aye
2016-2017,303,4,Samuel L Moore,Absent
2016-2017,303,16,Ward 16 Vacant,Absent
2016-2017,303,24,Scott Ogilvie,Absent
2016-2017,304,1,Sharon Tyus,Aye
2016-2017,304,2,Dionne Flowers,Aye
2016-2017,304,3,Freeman M Bosley Sr.,Aye
2016-2017,304,5,Tammika Hubbard,Aye
2016-2017,304,6,Christine Ingrassia,Aye
2016-2017,304,7,Jack Coatar,Aye
2016-2017,304,8,Stephen Conway,Aye
2016-2017,304,9,Kenneth Ortmann,Aye
2016-2017,304,10,Joseph Vollmer,Aye
2016-2017,304,11,Thomas A Villa,Aye
2016-2017,304,12,Larry Arnowitz,Aye
2016-2017,304,13,Beth Murphy,Aye
2016-2017,304,14,Carol Howard,Aye
2016-2017,304,15,Megan E. Green,Aye
2016-2017,304,17,Joseph D Roddy,Aye
2016-2017,304,18,Terry Kennedy,Aye
2016-2017,304,19,Marlene E Davis,Aye
2016-2017,304,20,Cara Spencer,Aye
2016-2017,304,21,Antonio D French,Aye
2016-2017,304,22,Jeffrey L Boyd,Aye
2016-2017,304,23,Joseph Vaccaro,Aye
2016-2017,304,25,Shane Cohn,Aye
2016-2017,304,26,Frank Williamson,Aye
2016-2017,304,27,Chris Carter,Aye
2016-2017,304,28,Lyda Krewson,Aye
2016-2017,304,President,Lewis E Reed,Aye
2016-2017,304,4,Samuel L Moore,Absent
2016-2017,304,16,Ward 16 Vacant,Absent
2016-2017,304,24,Scott Ogilvie,Absent
2016-2017,306,1,Sharon Tyus,Aye
2016-2017,306,2,Dionne Flowers,Aye
2016-2017,306,3,Freeman M Bosley Sr.,Aye
2016-2017,306,5,Tammika Hubbard,Aye
2016-2017,306,6,Christine Ingrassia,Aye
2016-2017,306,7,Jack Coatar,Aye
2016-2017,306,8,Stephen Conway,Aye
2016-2017,306,9,Kenneth Ortmann,Aye
2016-2017,306,10,Joseph Vollmer,Aye
2016-2017,306,11,Thomas A Villa,Aye
2016-2017,306,12,Larry Arnowitz,Aye
2016-2017,306,13,Beth Murphy,Aye
2016-2017,306,14,Carol Howard,Aye
2016-2017,306,15,Megan E. Green,Aye
2016-2017,306,17,Joseph D Roddy,Aye
2016-2017,306,18,Terry Kennedy,Aye
2016-2017,306,19,Marlene E Davis,Aye
2016-2017,306,20,Cara Spencer,Aye
2016-2017,306,21,Antonio D French,Aye
2016-2017,306,22,Jeffrey L Boyd,Aye
2016-2017,306,23,Joseph Vaccaro,Aye
2016-2017,306,25,Shane Cohn,Aye
2016-2017,306,26,Frank Williamson,Aye
2016-2017,306,27,Chris Carter,Aye
2016-2017,306,28,Lyda Krewson,Aye
2016-2017,306,President,Lewis E Reed,Aye
2016-2017,306,4,Samuel L Moore,Absent
2016-2017,306,16,Ward 16 Vacant,Absent
2016-2017,306,24,Scott Ogilvie,Absent
2016-2017,307,1,Sharon Tyus,Aye
2016-2017,307,2,Dionne Flowers,Aye
2016-2017,307,3,Freeman M Bosley Sr.,Aye
2016-2017,307,5,Tammika Hubbard,Aye
2016-2017,307,6,Christine Ingrassia,Aye
2016-2017,307,7,Jack Coatar,Aye
2016-2017,307,8,Stephen Conway,Aye
2016-2017,307,9,Kenneth Ortmann,Aye
2016-2017,307,10,Joseph Vollmer,Aye
2016-2017,307,11,Thomas A Villa,Aye
2016-2017,307,12,Larry Arnowitz,Aye
2016-2017,307,13,Beth Murphy,Aye
2016-2017,307,14,Carol Howard,Aye
2016-2017,307,15,Megan E. Green,Aye
2016-2017,307,17,Joseph D Roddy,Aye
2016-2017,307,18,Terry Kennedy,Aye
2016-2017,307,19,Marlene E Davis,Aye
2016-2017,307,20,Cara Spencer,Aye
2016-2017,307,21,Antonio D French,Aye
2016-2017,307,22,Jeffrey L Boyd,Aye
2016-2017,307,23,Joseph Vaccaro,Aye
2016-2017,307,25,Shane Cohn,Aye
2016-2017,307,26,Frank Williamson,Aye
2016-2017,307,27,Chris Carter,Aye
2016-2017,307,28,Lyda Krewson,Aye
2016-2017,307,President,Lewis E Reed,Aye
2016-2017,307,4,Samuel L Moore,Absent
2016-2017,307,16,Ward 16 Vacant,Absent
2016-2017,307,24,Scott Ogilvie,Absent
2016-2017,308,1,Sharon Tyus,Aye
2016-2017,308,2,Dionne Flowers,Aye
2016-2017,308,3,Freeman M Bosley Sr.,Aye
2016-2017,308,5,Tammika Hubbard,Aye
2016-2017,308,6,Christine Ingrassia,Aye
2016-2017,308,7,Jack Coatar,Aye
2016-2017,308,8,Stephen Conway,Aye
2016-2017,308,9,Kenneth Ortmann,Aye
2016-2017,308,10,Joseph Vollmer,Aye
2016-2017,308,11,Thomas A Villa,Aye
2016-2017,308,12,Larry Arnowitz,Aye
2016-2017,308,13,Beth Murphy,Aye
2016-2017,308,14,Carol Howard,Aye
2016-2017,308,15,Megan E. Green,Aye
2016-2017,308,17,Joseph D Roddy,Aye
2016-2017,308,18,Terry Kennedy,Aye
2016-2017,308,19,Marlene E Davis,Aye
2016-2017,308,20,Cara Spencer,Aye
2016-2017,308,21,Antonio D French,Aye
2016-2017,308,22,Jeffrey L Boyd,Aye
2016-2017,308,23,Joseph Vaccaro,Aye
2016-2017,308,25,Shane Cohn,Aye
2016-2017,308,26,Frank Williamson,Aye
2016-2017,308,27,Chris Carter,Aye
2016-2017,308,28,Lyda Krewson,Aye
2016-2017,308,President,Lewis E Reed,Aye
2016-2017,308,4,Samuel L Moore,Absent
2016-2017,308,16,Ward 16 Vacant,Absent
2016-2017,308,24,Scott Ogilvie,Absent
2016-2017,280,2,Dionne Flowers,Aye
2016-2017,280,3,Freeman M Bosley Sr.,Aye
2016-2017,280,4,Samuel L Moore,Aye
2016-2017,280,5,Tammika Hubbard,Aye
2016-2017,280,6,Christine Ingrassia,Aye
2016-2017,280,7,Jack Coatar,Aye
2016-2017,280,8,Stephen Conway,Aye
2016-2017,280,9,Kenneth Ortmann,Aye
2016-2017,280,10,Joseph Vollmer,Aye
2016-2017,280,11,Thomas A Villa,Aye
2016-2017,280,12,Larry Arnowitz,Aye
2016-2017,280,13,Beth Murphy,Aye
2016-2017,280,14,Carol Howard,Aye
2016-2017,280,15,Megan E. Green,Aye
2016-2017,280,17,Joseph D Roddy,Aye
2016-2017,280,18,Terry Kennedy,Aye
2016-2017,280,20,Cara Spencer,Aye
2016-2017,280,23,Joseph Vaccaro,Aye
2016-2017,280,25,Shane Cohn,Aye
2016-2017,280,26,Frank Williamson,Aye
2016-2017,280,27,Chris Carter,Aye
2016-2017,280,28,Lyda Krewson,Aye
2016-2017,280,1,Sharon Tyus,No
2016-2017,280,19,Marlene E Davis,Present
2016-2017,280,21,Antonio D French,Present
2016-2017,280,President,Lewis E Reed,Present
2016-2017,280,16,Ward 16 Vacant,Absent
2016-2017,280,22,Jeffrey L Boyd,Absent
2016-2017,280,24,Scott Ogilvie,Absent
2016-2017,235,2,Dionne Flowers,Aye
2016-2017,235,3,Freeman M Bosley Sr.,Aye
2016-2017,235,4,Samuel L Moore,Aye
2016-2017,235,5,Tammika Hubbard,Aye
2016-2017,235,6,Christine Ingrassia,Aye
2016-2017,235,7,Jack Coatar,Aye
2016-2017,235,8,Stephen Conway,Aye
2016-2017,235,9,Kenneth Ortmann,Aye
2016-2017,235,10,Joseph Vollmer,Aye
2016-2017,235,11,Thomas A Villa,Aye
2016-2017,235,12,Larry Arnowitz,Aye
2016-2017,235,13,Beth Murphy,Aye
2016-2017,235,14,Carol Howard,Aye
2016-2017,235,15,Megan E. Green,Aye
2016-2017,235,17,Joseph D Roddy,Aye
2016-2017,235,18,Terry Kennedy,Aye
2016-2017,235,19,Marlene E Davis,Aye
2016-2017,235,20,Cara Spencer,Aye
2016-2017,235,23,Joseph Vaccaro,Aye
2016-2017,235,26,Frank Williamson,Aye
2016-2017,235,27,Chris Carter,Aye
2016-2017,235,28,Lyda Krewson,Aye
2016-2017,235,President,Lewis E Reed,Aye
2016-2017,235,22,Jeffrey L Boyd,No
2016-2017,235,1,Sharon Tyus,Present
2016-2017,235,21,Antonio D French,Present
2016-2017,235,25,Shane Cohn,Present
2016-2017,235,16,Ward 16 Vacant,Absent
2016-2017,235,24,Scott Ogilvie,Absent
2016-2017,282,2,Dionne Flowers,Aye
2016-2017,282,3,Freeman M Bosley Sr.,Aye
2016-2017,282,4,Samuel L Moore,Aye
2016-2017,282,5,Tammika Hubbard,Aye
2016-2017,282,6,Christine Ingrassia,Aye
2016-2017,282,7,Jack Coatar,Aye
2016-2017,282,8,Stephen Conway,Aye
2016-2017,282,9,Kenneth Ortmann,Aye
2016-2017,282,10,Joseph Vollmer,Aye
2016-2017,282,11,Thomas A Villa,Aye
2016-2017,282,12,Larry Arnowitz,Aye
2016-2017,282,13,Beth Murphy,Aye
2016-2017,282,14,Carol Howard,Aye
2016-2017,282,15,Megan E. Green,Aye
2016-2017,282,17,Joseph D Roddy,Aye
2016-2017,282,18,Terry Kennedy,Aye
2016-2017,282,19,Marlene E Davis,Aye
2016-2017,282,20,Cara Spencer,Aye
2016-2017,282,21,Antonio D French,Aye
2016-2017,282,22,Jeffrey L Boyd,Aye
2016-2017,282,23,Joseph Vaccaro,Aye
2016-2017,282,25,Shane Cohn,Aye
2016-2017,282,26,Frank Williamson,Aye
2016-2017,282,27,Chris Carter,Aye
2016-2017,282,President,Lewis E Reed,Aye
2016-2017,282,1,Sharon Tyus,No
2016-2017,282,28,Lyda Krewson,Abstain
2016-2017,282,16,Ward 16 Vacant,Absent
2016-2017,282,24,Scott Ogilvie,Absent
2016-2017,283,2,Dionne Flowers,Aye
2016-2017,283,3,Freeman M Bosley Sr.,Aye
2016-2017,283,4,Samuel L Moore,Aye
2016-2017,283,5,Tammika Hubbard,Aye
2016-2017,283,6,Christine Ingrassia,Aye
2016-2017,283,7,Jack Coatar,Aye
2016-2017,283,8,Stephen Conway,Aye
2016-2017,283,9,Kenneth Ortmann,Aye
2016-2017,283,10,Joseph Vollmer,Aye
2016-2017,283,11,Thomas A Villa,Aye
2016-2017,283,12,Larry Arnowitz,Aye
2016-2017,283,13,Beth Murphy,Aye
2016-2017,283,14,Carol Howard,Aye
2016-2017,283,15,Megan E. Green,Aye
2016-2017,283,17,Joseph D Roddy,Aye
2016-2017,283,18,Terry Kennedy,Aye
2016-2017,283,19,Marlene E Davis,Aye
2016-2017,283,20,Cara Spencer,Aye
2016-2017,283,21,Antonio D French,Aye
2016-2017,283,22,Jeffrey L Boyd,Aye
2016-2017,283,23,Joseph Vaccaro,Aye
2016-2017,283,25,Shane Cohn,Aye
2016-2017,283,26,Frank Williamson,Aye
2016-2017,283,27,Chris Carter,Aye
2016-2017,283,President,Lewis E Reed,Aye
2016-2017,283,1,Sharon Tyus,No
2016-2017,283,28,Lyda Krewson,Abstain
2016-2017,283,16,Ward 16 Vacant,Absent
2016-2017,283,24,Scott Ogilvie,Absent
2016-2017,284,2,Dionne Flowers,Aye
2016-2017,284,3,Freeman M Bosley Sr.,Aye
2016-2017,284,4,Samuel L Moore,Aye
2016-2017,284,5,Tammika Hubbard,Aye
2016-2017,284,6,Christine Ingrassia,Aye
2016-2017,284,7,Jack Coatar,Aye
2016-2017,284,8,Stephen Conway,Aye
2016-2017,284,9,Kenneth Ortmann,Aye
2016-2017,284,10,Joseph Vollmer,Aye
2016-2017,284,11,Thomas A Villa,Aye
2016-2017,284,12,Larry Arnowitz,Aye
2016-2017,284,13,Beth Murphy,Aye
2016-2017,284,14,Carol Howard,Aye
2016-2017,284,15,Megan E. Green,Aye
2016-2017,284,17,Joseph D Roddy,Aye
2016-2017,284,18,Terry Kennedy,Aye
2016-2017,284,19,Marlene E Davis,Aye
2016-2017,284,20,Cara Spencer,Aye
2016-2017,284,21,Antonio D French,Aye
2016-2017,284,22,Jeffrey L Boyd,Aye
2016-2017,284,23,Joseph Vaccaro,Aye
2016-2017,284,25,Shane Cohn,Aye
2016-2017,284,26,Frank Williamson,Aye
2016-2017,284,27,Chris Carter,Aye
2016-2017,284,President,Lewis E Reed,Aye
2016-2017,284,1,Sharon Tyus,No
2016-2017,284,28,Lyda Krewson,Abstain
2016-2017,284,16,Ward 16 Vacant,Absent
2016-2017,284,24,Scott Ogilvie,Absent
2016-2017,290,2,Dionne Flowers,Aye
2016-2017,290,3,Freeman M Bosley Sr.,Aye
2016-2017,290,5,Tammika Hubbard,Aye
2016-2017,290,6,Christine Ingrassia,Aye
2016-2017,290,7,Jack Coatar,Aye
2016-2017,290,8,Stephen Conway,Aye
2016-2017,290,9,Kenneth Ortmann,Aye
2016-2017,290,10,Joseph Vollmer,Aye
2016-2017,290,12,Larry Arnowitz,Aye
2016-2017,290,13,Beth Murphy,Aye
2016-2017,290,14,Carol Howard,Aye
2016-2017,290,17,Joseph D Roddy,Aye
2016-2017,290,19,Marlene E Davis,Aye
2016-2017,290,22,Jeffrey L Boyd,Aye
2016-2017,290,23,Joseph Vaccaro,Aye
2016-2017,290,25,Shane Cohn,Aye
2016-2017,290,26,Frank Williamson,Aye
2016-2017,290,28,Lyda Krewson,Aye
2016-2017,290,President,Lewis E Reed,Aye
2016-2017,290,1,Sharon Tyus,No
2016-2017,290,4,Samuel L Moore,No
2016-2017,290,11,Thomas A Villa,No
2016-2017,290,15,Megan E. Green,No
2016-2017,290,18,Terry Kennedy,No
2016-2017,290,20,Cara Spencer,No
2016-2017,290,21,Antonio D French,No
2016-2017,290,27,Chris Carter,No
2016-2017,290,16,Ward 16 Vacant,Absent
2016-2017,290,24,Scott Ogilvie,Absent
2016-2017,291,2,Dionne Flowers,Aye
2016-2017,291,3,Freeman M Bosley Sr.,Aye
2016-2017,291,5,Tammika Hubbard,Aye
2016-2017,291,6,Christine Ingrassia,Aye
2016-2017,291,7,Jack Coatar,Aye
2016-2017,291,8,Stephen Conway,Aye
2016-2017,291,9,Kenneth Ortmann,Aye
2016-2017,291,10,Joseph Vollmer,Aye
2016-2017,291,12,Larry Arnowitz,Aye
2016-2017,291,13,Beth Murphy,Aye
2016-2017,291,14,Carol Howard,Aye
2016-2017,291,17,Joseph D Roddy,Aye
2016-2017,291,19,Marlene E Davis,Aye
2016-2017,291,22,Jeffrey L Boyd,Aye
2016-2017,291,23,Joseph Vaccaro,Aye
2016-2017,291,25,Shane Cohn,Aye
2016-2017,291,26,Frank Williamson,Aye
2016-2017,291,28,Lyda Krewson,Aye
2016-2017,291,President,Lewis E Reed,Aye
2016-2017,291,1,Sharon Tyus,No
2016-2017,291,4,Samuel L Moore,No
2016-2017,291,11,Thomas A Villa,No
2016-2017,291,15,Megan E. Green,No
2016-2017,291,18,Terry Kennedy,No
2016-2017,291,20,Cara Spencer,No
2016-2017,291,21,Antonio D French,No
2016-2017,291,27,Chris Carter,No
2016-2017,291,16,Ward 16 Vacant,Absent
2016-2017,291,24,Scott Ogilvie,Absent
2016-2017,281,2,Dionne Flowers,Aye
2016-2017,281,4,Samuel L Moore,Aye
2016-2017,281,5,Tammika Hubbard,Aye
2016-2017,281,6,Christine Ingrassia,Aye
2016-2017,281,7,Jack Coatar,Aye
2016-2017,281,8,Stephen Conway,Aye
2016-2017,281,9,Kenneth Ortmann,Aye
2016-2017,281,10,Joseph Vollmer,Aye
2016-2017,281,11,Thomas A Villa,Aye
2016-2017,281,12,Larry Arnowitz,Aye
2016-2017,281,13,Beth Murphy,Aye
2016-2017,281,14,Carol Howard,Aye
2016-2017,281,15,Megan E. Green,Aye
2016-2017,281,17,Joseph D Roddy,Aye
2016-2017,281,18,Terry Kennedy,Aye
2016-2017,281,19,Marlene E Davis,Aye
2016-2017,281,20,Cara Spencer,Aye
2016-2017,281,21,Antonio D French,Aye
2016-2017,281,22,Jeffrey L Boyd,Aye
2016-2017,281,23,Joseph Vaccaro,Aye
2016-2017,281,24,Scott Ogilvie,Aye
2016-2017,281,26,Frank Williamson,Aye
2016-2017,281,President,Lewis E Reed,Aye
2016-2017,281,1,Sharon Tyus,No
2016-2017,281,3,Freeman M Bosley Sr.,No
2016-2017,281,28,Lyda Krewson,Abstain
2016-2017,281,16,Ward 16 Vacant,Absent
2016-2017,281,25,Shane Cohn,Absent
2016-2017,281,27,Chris Carter,Absent
2016-2017,285,2,Dionne Flowers,Aye
2016-2017,285,3,Freeman M Bosley Sr.,Aye
2016-2017,285,5,Tammika Hubbard,Aye
2016-2017,285,6,Christine Ingrassia,Aye
2016-2017,285,7,Jack Coatar,Aye
2016-2017,285,8,Stephen Conway,Aye
2016-2017,285,9,Kenneth Ortmann,Aye
2016-2017,285,10,Joseph Vollmer,Aye
2016-2017,285,11,Thomas A Villa,Aye
2016-2017,285,12,Larry Arnowitz,Aye
2016-2017,285,13,Beth Murphy,Aye
2016-2017,285,14,Carol Howard,Aye
2016-2017,285,15,Megan E. Green,Aye
2016-2017,285,17,Joseph D Roddy,Aye
2016-2017,285,18,Terry Kennedy,Aye
2016-2017,285,19,Marlene E Davis,Aye
2016-2017,285,20,Cara Spencer,Aye
2016-2017,285,21,Antonio D French,Aye
2016-2017,285,22,Jeffrey L Boyd,Aye
2016-2017,285,23,Joseph Vaccaro,Aye
2016-2017,285,24,Scott Ogilvie,Aye
2016-2017,285,25,Shane Cohn,Aye
2016-2017,285,26,Frank Williamson,Aye
2016-2017,285,28,Lyda Krewson,Aye
2016-2017,285,President,Lewis E Reed,Aye
2016-2017,285,1,Sharon Tyus,No
2016-2017,285,4,Samuel L Moore,No
2016-2017,285,16,Ward 16 Vacant,Absent
2016-2017,285,27,Chris Carter,Absent
2016-2017,227,2,Dionne Flowers,Aye
2016-2017,227,3,Freeman M Bosley Sr.,Aye
2016-2017,227,5,Tammika Hubbard,Aye
2016-2017,227,6,Christine Ingrassia,Aye
2016-2017,227,7,Jack Coatar,Aye
2016-2017,227,8,Stephen Conway,Aye
2016-2017,227,9,Kenneth Ortmann,Aye
2016-2017,227,10,Joseph Vollmer,Aye
2016-2017,227,12,Larry Arnowitz,Aye
2016-2017,227,13,Beth Murphy,Aye
2016-2017,227,14,Carol Howard,Aye
2016-2017,227,15,Megan E. Green,Aye
2016-2017,227,17,Joseph D Roddy,Aye
2016-2017,227,19,Marlene E Davis,Aye
2016-2017,227,20,Cara Spencer,Aye
2016-2017,227,21,Antonio D French,Aye
2016-2017,227,22,Jeffrey L Boyd,Aye
2016-2017,227,23,Joseph Vaccaro,Aye
2016-2017,227,24,Scott Ogilvie,Aye
2016-2017,227,25,Shane Cohn,Aye
2016-2017,227,28,Lyda Krewson,Aye
2016-2017,227,President,Lewis E Reed,Aye
2016-2017,227,4,Samuel L Moore,No
2016-2017,227,11,Thomas A Villa,No
2016-2017,227,18,Terry Kennedy,No
2016-2017,227,1,Sharon Tyus,Present
2016-2017,227,16,Ward 16 Vacant,Absent
2016-2017,227,26,Frank Williamson,Absent
2016-2017,227,27,Chris Carter,Absent
2016-2017,226,2,Dionne Flowers,Aye
2016-2017,226,3,Freeman M Bosley Sr.,Aye
2016-2017,226,5,Tammika Hubbard,Aye
2016-2017,226,6,Christine Ingrassia,Aye
2016-2017,226,7,Jack Coatar,Aye
2016-2017,226,8,Stephen Conway,Aye
2016-2017,226,9,Kenneth Ortmann,Aye
2016-2017,226,10,Joseph Vollmer,Aye
2016-2017,226,12,Larry Arnowitz,Aye
2016-2017,226,13,Beth Murphy,Aye
2016-2017,226,14,Carol Howard,Aye
2016-2017,226,17,Joseph D Roddy,Aye
2016-2017,226,19,Marlene E Davis,Aye
2016-2017,226,23,Joseph Vaccaro,Aye
2016-2017,226,24,Scott Ogilvie,Aye
2016-2017,226,25,Shane Cohn,Aye
2016-2017,226,26,Frank Williamson,Aye
2016-2017,226,28,Lyda Krewson,Aye
2016-2017,226,President,Lewis E Reed,Aye
2016-2017,226,1,Sharon Tyus,No
2016-2017,226,4,Samuel L Moore,No
2016-2017,226,11,Thomas A Villa,No
2016-2017,226,15,Megan E. Green,No
2016-2017,226,18,Terry Kennedy,No
2016-2017,226,20,Cara Spencer,No
2016-2017,226,21,Antonio D French,No
2016-2017,226,22,Jeffrey L Boyd,Abstain
2016-2017,226,16,Ward 16 Vacant,Absent
2016-2017,226,27,Chris Carter,Absent
2016-2017,102,1,Sharon Tyus,Aye
2016-2017,102,2,Dionne Flowers,Aye
2016-2017,102,3,Freeman M Bosley Sr.,Aye
2016-2017,102,4,Samuel L Moore,Aye
2016-2017,102,5,Tammika Hubbard,Aye
2016-2017,102,6,Christine Ingrassia,Aye
2016-2017,102,7,Jack Coatar,Aye
2016-2017,102,8,Stephen Conway,Aye
2016-2017,102,9,Kenneth Ortmann,Aye
2016-2017,102,10,Joseph Vollmer,Aye
2016-2017,102,11,Thomas A Villa,Aye
2016-2017,102,12,Larry Arnowitz,Aye
2016-2017,102,13,Beth Murphy,Aye
2016-2017,102,14,Carol Howard,Aye
2016-2017,102,15,Megan E. Green,Aye
2016-2017,102,17,Joseph D Roddy,Aye
2016-2017,102,18,Terry Kennedy,Aye
2016-2017,102,19,Marlene E Davis,Aye
2016-2017,102,20,Cara Spencer,Aye
2016-2017,102,21,Antonio D French,Aye
2016-2017,102,22,Jeffrey L Boyd,Aye
2016-2017,102,23,Joseph Vaccaro,Aye
2016-2017,102,24,Scott Ogilvie,Aye
2016-2017,102,25,Shane Cohn,Aye
2016-2017,102,26,Frank Williamson,Aye
2016-2017,102,28,Lyda Krewson,Aye
2016-2017,102,President,Lewis E Reed,Aye
2016-2017,102,16,Ward 16 Vacant,Absent
2016-2017,102,27,Chris Carter,Absent
2016-2017,189,1,Sharon Tyus,Aye
2016-2017,189,2,Dionne Flowers,Aye
2016-2017,189,3,Freeman M Bosley Sr.,Aye
2016-2017,189,4,Samuel L Moore,Aye
2016-2017,189,5,Tammika Hubbard,Aye
2016-2017,189,6,Christine Ingrassia,Aye
2016-2017,189,7,Jack Coatar,Aye
2016-2017,189,8,Stephen Conway,Aye
2016-2017,189,9,Kenneth Ortmann,Aye
2016-2017,189,10,Joseph Vollmer,Aye
2016-2017,189,11,Thomas A Villa,Aye
2016-2017,189,12,Larry Arnowitz,Aye
2016-2017,189,13,Beth Murphy,Aye
2016-2017,189,14,Carol Howard,Aye
2016-2017,189,15,Megan E. Green,Aye
2016-2017,189,17,Joseph D Roddy,Aye
2016-2017,189,18,Terry Kennedy,Aye
2016-2017,189,19,Marlene E Davis,Aye
2016-2017,189,20,Cara Spencer,Aye
2016-2017,189,21,Antonio D French,Aye
2016-2017,189,22,Jeffrey L Boyd,Aye
2016-2017,189,23,Joseph Vaccaro,Aye
2016-2017,189,24,Scott Ogilvie,Aye
2016-2017,189,25,Shane Cohn,Aye
2016-2017,189,26,Frank Williamson,Aye
2016-2017,189,28,Lyda Krewson,Aye
2016-2017,189,President,Lewis E Reed,Aye
2016-2017,189,16,Ward 16 Vacant,Absent
2016-2017,189,27,Chris Carter,Absent
2016-2017,207,1,Sharon Tyus,Aye
2016-2017,207,2,Dionne Flowers,Aye
2016-2017,207,3,Freeman M Bosley Sr.,Aye
2016-2017,207,4,Samuel L Moore,Aye
2016-2017,207,5,Tammika Hubbard,Aye
2016-2017,207,6,Christine Ingrassia,Aye
2016-2017,207,7,Jack Coatar,Aye
2016-2017,207,8,Stephen Conway,Aye
2016-2017,207,9,Kenneth Ortmann,Aye
2016-2017,207,10,Joseph Vollmer,Aye
2016-2017,207,11,Thomas A Villa,Aye
2016-2017,207,12,Larry Arnowitz,Aye
2016-2017,207,13,Beth Murphy,Aye
2016-2017,207,14,Carol Howard,Aye
2016-2017,207,15,Megan E. Green,Aye
2016-2017,207,17,Joseph D Roddy,Aye
2016-2017,207,18,Terry Kennedy,Aye
2016-2017,207,19,Marlene E Davis,Aye
2016-2017,207,20,Cara Spencer,Aye
2016-2017,207,21,Antonio D French,Aye
2016-2017,207,22,Jeffrey L Boyd,Aye
2016-2017,207,23,Joseph Vaccaro,Aye
2016-2017,207,24,Scott Ogilvie,Aye
2016-2017,207,25,Shane Cohn,Aye
2016-2017,207,26,Frank Williamson,Aye
2016-2017,207,28,Lyda Krewson,Aye
2016-2017,207,President,Lewis E Reed,Aye
2016-2017,207,16,Ward 16 Vacant,Absent
2016-2017,207,27,Chris Carter,Absent
2016-2017,208,1,Sharon Tyus,Aye
2016-2017,208,2,Dionne Flowers,Aye
2016-2017,208,3,Freeman M Bosley Sr.,Aye
2016-2017,208,4,Samuel L Moore,Aye
2016-2017,208,5,Tammika Hubbard,Aye
2016-2017,208,6,Christine Ingrassia,Aye
2016-2017,208,7,Jack Coatar,Aye
2016-2017,208,8,Stephen Conway,Aye
2016-2017,208,9,Kenneth Ortmann,Aye
2016-2017,208,10,Joseph Vollmer,Aye
2016-2017,208,11,Thomas A Villa,Aye
2016-2017,208,12,Larry Arnowitz,Aye
2016-2017,208,13,Beth Murphy,Aye
2016-2017,208,14,Carol Howard,Aye
2016-2017,208,15,Megan E. Green,Aye
2016-2017,208,17,Joseph D Roddy,Aye
2016-2017,208,18,Terry Kennedy,Aye
2016-2017,208,19,Marlene E Davis,Aye
2016-2017,208,20,Cara Spencer,Aye
2016-2017,208,21,Antonio D French,Aye
2016-2017,208,22,Jeffrey L Boyd,Aye
2016-2017,208,23,Joseph Vaccaro,Aye
2016-2017,208,24,Scott Ogilvie,Aye
2016-2017,208,25,Shane Cohn,Aye
2016-2017,208,26,Frank Williamson,Aye
2016-2017,208,28,Lyda Krewson,Aye
2016-2017,208,President,Lewis E Reed,Aye
2016-2017,208,16,Ward 16 Vacant,Absent
2016-2017,208,27,Chris Carter,Absent
2016-2017,209,1,Sharon Tyus,Aye
2016-2017,209,2,Dionne Flowers,Aye
2016-2017,209,3,Freeman M Bosley Sr.,Aye
2016-2017,209,4,Samuel L Moore,Aye
2016-2017,209,5,Tammika Hubbard,Aye
2016-2017,209,6,Christine Ingrassia,Aye
2016-2017,209,7,Jack Coatar,Aye
2016-2017,209,8,Stephen Conway,Aye
2016-2017,209,9,Kenneth Ortmann,Aye
2016-2017,209,10,Joseph Vollmer,Aye
2016-2017,209,11,Thomas A Villa,Aye
2016-2017,209,12,Larry Arnowitz,Aye
2016-2017,209,13,Beth Murphy,Aye
2016-2017,209,14,Carol Howard,Aye
2016-2017,209,15,Megan E. Green,Aye
2016-2017,209,17,Joseph D Roddy,Aye
2016-2017,209,18,Terry Kennedy,Aye
2016-2017,209,19,Marlene E Davis,Aye
2016-2017,209,20,Cara Spencer,Aye
2016-2017,209,21,Antonio D French,Aye
2016-2017,209,22,Jeffrey L Boyd,Aye
2016-2017,209,23,Joseph Vaccaro,Aye
2016-2017,209,24,Scott Ogilvie,Aye
2016-2017,209,25,Shane Cohn,Aye
2016-2017,209,26,Frank Williamson,Aye
2016-2017,209,28,Lyda Krewson,Aye
2016-2017,209,President,Lewis E Reed,Aye
2016-2017,209,16,Ward 16 Vacant,Absent
2016-2017,209,27,Chris Carter,Absent
2016-2017,210,1,Sharon Tyus,Aye
2016-2017,210,2,Dionne Flowers,Aye
2016-2017,210,3,Freeman M Bosley Sr.,Aye
2016-2017,210,4,Samuel L Moore,Aye
2016-2017,210,5,Tammika Hubbard,Aye
2016-2017,210,6,Christine Ingrassia,Aye
2016-2017,210,7,Jack Coatar,Aye
2016-2017,210,8,Stephen Conway,Aye
2016-2017,210,9,Kenneth Ortmann,Aye
2016-2017,210,10,Joseph Vollmer,Aye
2016-2017,210,11,Thomas A Villa,Aye
2016-2017,210,12,Larry Arnowitz,Aye
2016-2017,210,13,Beth Murphy,Aye
2016-2017,210,14,Carol Howard,Aye
2016-2017,210,15,Megan E. Green,Aye
2016-2017,210,17,Joseph D Roddy,Aye
2016-2017,210,18,Terry Kennedy,Aye
